author,loc,spcd,treeno,coreno,cv,satw,extsatw,dw,extdw,sg,extsg,meth,ht
WDS_Pitch_Pine_P1,61,126,11,A,,1.394,1.374,0.626,0.572,0.5318,0.4865,3,
WDS_Pitch_Pine_P1,61,126,10,B,,1.322,1.314,0.556,0.518,0.4923,0.4566,3,
WDS_Pitch_Pine_P1,61,126,10,A,,1.56,1.548,0.632,0.604,0.4713,0.4512,3,
WDS_Pitch_Pine_P1,61,126,9,B,,1.304,1.284,0.536,0.502,0.4793,0.4522,3,
WDS_Pitch_Pine_P1,61,126,9,A,,1.278,1.26,0.51,0.492,0.4631,0.4516,3,
WDS_Pitch_Pine_P1,61,126,8,B,,1.078,1.066,0.476,0.44,0.5213,0.4816,3,
WDS_Pitch_Pine_P1,61,126,8,A,,1.428,1.414,0.622,0.6,0.513,0.4974,3,
WDS_Pitch_Pine_P1,61,126,7,B,,2.228,2.226,1.142,0.96,0.6232,0.507,3,
WDS_Pitch_Pine_P1,61,126,7,A,,1.588,1.566,0.66,0.638,0.4855,0.4744,3,
WDS_Pitch_Pine_P1,61,126,6,B,,1.648,1.622,0.84,0.696,0.619,0.504,3,
WDS_Pitch_Pine_P1,61,126,6,A,,1.34,1.32,0.606,0.524,0.5362,0.4603,3,
WDS_Pitch_Pine_P1,61,126,5,B,,1.134,1.124,0.458,0.444,0.4696,0.4576,3,
WDS_Pitch_Pine_P1,61,126,5,A,,1.172,1.164,0.48,0.452,0.4773,0.4487,3,
WDS_Pitch_Pine_P1,61,126,4,B,,1.77,1.75,0.766,0.688,0.5091,0.4551,3,
WDS_Pitch_Pine_P1,61,126,4,A,,1.498,1.474,0.582,0.554,0.4489,0.4321,3,
WDS_Pitch_Pine_P1,61,126,3,B,,1.002,0.998,0.398,0.386,0.4606,0.4466,3,
WDS_Pitch_Pine_P1,61,126,3,A,,1.054,1.048,0.42,0.41,0.4623,0.4526,3,
WDS_Pitch_Pine_P1,61,126,2,B,,1.12,1.11,0.492,0.456,0.5181,0.479,3,
WDS_Pitch_Pine_P1,61,126,2,A,,1.15,1.15,0.482,0.47,0.4903,0.4761,3,
WDS_Pitch_Pine_P1,61,126,1,B,,2.72,2.634,1.442,0.934,0.6494,0.4042,3,
WDS_Pitch_Pine_P1,62,126,1,A,,1.284,1.282,0.5,0.49,0.4501,0.4405,3,
WDS_Pitch_Pine_P1,62,126,20,B,,1.76,1.768,0.71,0.682,0.4689,0.4452,3,
WDS_Pitch_Pine_P1,62,126,20,A,,1.712,1.704,0.71,0.69,0.4843,0.471,3,
WDS_Pitch_Pine_P1,62,126,19,B,,1.99,2.01,0.754,0.732,0.4361,0.4168,3,
WDS_Pitch_Pine_P1,62,126,19,A,,2.9,2.902,1.18,1.148,0.4737,0.4584,3,
WDS_Pitch_Pine_P1,62,126,18,B,,1.43,1.492,0.572,0.472,0.4643,0.3553,3,
WDS_Pitch_Pine_P1,62,126,18,A,,1.522,1.438,0.614,0.546,0.469,0.4372,3,
WDS_Pitch_Pine_P1,62,126,17,B,,0.978,0.986,0.39,0.382,0.4627,0.4475,3,
WDS_Pitch_Pine_P1,62,126,17,A,,1.06,1.058,0.448,0.438,0.4951,0.4833,3,
WDS_Pitch_Pine_P1,62,126,16,B,,1.49,1.522,0.6,0.578,0.468,0.4373,3,
WDS_Pitch_Pine_P1,62,126,16,A,,1.802,1.808,0.754,0.722,0.4894,0.4634,3,
WDS_Pitch_Pine_P1,62,126,1,B,,1.638,1.636,0.67,0.658,0.4766,0.4673,3,
WDS_Pitch_Pine_P1,62,126,15,B,,1.614,1.614,0.79,0.738,0.5894,0.5433,3,
WDS_Pitch_Pine_P1,62,126,15,A,,1.568,1.57,0.754,0.692,0.577,0.5202,3,
WDS_Pitch_Pine_P1,62,126,14,B,,2.232,2.252,0.96,0.898,0.5054,0.4627,3,
WDS_Pitch_Pine_P1,62,126,14,A,,1.852,1.868,0.746,0.694,0.4681,0.4264,3,
WDS_Pitch_Pine_P1,62,126,13,B,,2.308,2.326,0.998,0.942,0.5086,0.4711,3,
WDS_Pitch_Pine_P1,62,126,13,A,,2.402,2.42,0.982,0.928,0.4763,0.4422,3,
WDS_Pitch_Pine_P1,62,126,12,B,,2.468,2.462,1.072,0.972,0.5113,0.4573,3,
WDS_Pitch_Pine_P1,62,126,12,A,,1.932,1.95,0.798,0.738,0.482,0.4356,3,
WDS_Pitch_Pine_P1,62,126,11,B,,2.92,2.934,1.248,1.162,0.5017,0.459,3,
WDS_Pitch_Pine_P1,62,126,11,A,,2.342,2.29,1.348,0.798,0.7189,0.3963,3,
WDS_Pitch_Pine_P1,62,126,10,B,,2.194,2.202,0.846,0.8,0.445,0.4156,3,
WDS_Pitch_Pine_P1,62,126,10,A,,2.19,2.19,0.916,0.796,0.4891,0.4158,3,
WDS_Pitch_Pine_P1,62,126,9,B,,2.468,2.478,1.046,0.988,0.4968,0.4626,3,
WDS_Pitch_Pine_P1,62,126,9,A,,1.878,1.898,0.786,0.722,0.4895,0.4381,3,
WDS_Pitch_Pine_P1,62,126,8,B,,1.946,1.954,0.77,0.738,0.4585,0.4345,3,
WDS_Pitch_Pine_P1,62,126,8,A,,2.462,2.468,1.05,1.01,0.5004,0.4768,3,
WDS_Pitch_Pine_P1,62,126,7,B,,1.698,1.69,0.746,0.678,0.5182,0.4659,3,
WDS_Pitch_Pine_P1,62,126,7,A,,1.74,1.738,0.72,0.68,0.483,0.4526,3,
WDS_Pitch_Pine_P1,62,126,6,B,,1.618,1.62,0.706,0.652,0.514,0.4677,3,
WDS_Pitch_Pine_P1,62,126,6,A,,1.79,1.794,0.798,0.744,0.5272,0.4843,3,
WDS_Pitch_Pine_P1,62,126,5,B,,1.682,1.698,0.688,0.672,0.4766,0.4586,3,
WDS_Pitch_Pine_P1,62,126,5,A,,1.25,1.252,0.476,0.464,0.4387,0.4252,3,
WDS_Pitch_Pine_P1,62,126,4,B,,1.492,1.49,0.572,0.562,0.4421,0.4339,3,
WDS_Pitch_Pine_P1,62,126,4,A,,1.142,1.132,0.422,0.416,0.4238,0.4211,3,
WDS_Pitch_Pine_P1,62,126,3,B,,2.08,2.08,0.868,0.844,0.4878,0.4721,3,
WDS_Pitch_Pine_P1,62,126,3,A,,1.156,1.168,0.438,0.422,0.4361,0.413,3,
WDS_Pitch_Pine_P1,62,126,2,B,,1.478,1.478,0.562,0.546,0.4379,0.4236,3,
WDS_Pitch_Pine_P1,62,126,2,A,,1.222,1.224,0.458,0.45,0.4307,0.4213,3,
WDS_Pitch_Pine_P1,63,126,11,A,,2.282,2.268,1.01,0.978,0.5227,0.5069,3,
WDS_Pitch_Pine_P1,63,126,20,B,,1.378,1.364,0.53,0.512,0.4437,0.4315,3,
WDS_Pitch_Pine_P1,63,126,20,A,,1.776,1.756,0.72,0.698,0.4716,0.461,3,
WDS_Pitch_Pine_P1,63,126,19,B,,1.768,1.754,0.67,0.634,0.4362,0.4132,3,
WDS_Pitch_Pine_P1,63,126,19,A,,2.45,2.43,0.986,0.936,0.4676,0.4445,3,
WDS_Pitch_Pine_P1,63,126,18,B,,0.824,0.82,0.332,0.322,0.4683,0.4545,3,
WDS_Pitch_Pine_P1,63,126,18,A,,0.892,0.894,0.372,0.362,0.4875,0.471,3,
WDS_Pitch_Pine_P1,63,126,17,B,,1.066,1.066,0.416,0.408,0.4512,0.4412,3,
WDS_Pitch_Pine_P1,63,126,17,A,,1.05,1.04,0.4,0.396,0.4389,0.4386,3,
WDS_Pitch_Pine_P1,63,126,16,B,,1.1,1.082,0.4,0.39,0.416,0.4119,3,
WDS_Pitch_Pine_P1,63,126,16,A,,1.228,1.222,0.43,0.418,0.3985,0.388,3,
WDS_Pitch_Pine_P1,63,126,15,B,,1.07,1.046,0.412,0.402,0.4443,0.4433,3,
WDS_Pitch_Pine_P1,63,126,15,A,,,,,,,,3,
WDS_Pitch_Pine_P1,63,126,14,B,,1.306,1.292,0.508,0.498,0.4495,0.4448,3,
WDS_Pitch_Pine_P1,63,126,14,A,,1.258,1.258,0.502,0.49,0.4631,0.4503,3,
WDS_Pitch_Pine_P1,63,126,13,B,,0.878,0.862,0.338,0.33,0.4442,0.4414,3,
WDS_Pitch_Pine_P1,63,126,13,A,,0.926,0.92,0.348,0.342,0.4321,0.4267,3,
WDS_Pitch_Pine_P1,63,126,12,B,,0.976,0.964,0.394,0.348,0.4693,0.4126,3,
WDS_Pitch_Pine_P1,63,126,12,A,,1.182,1.18,0.482,0.424,0.4749,0.4104,3,
WDS_Pitch_Pine_P1,63,126,11,B,,1.49,1.468,0.61,0.588,0.477,0.4651,3,
WDS_Pitch_Pine_P1,63,126,10,B,,1.428,1.42,0.558,0.538,0.4519,0.4361,3,
WDS_Pitch_Pine_P1,63,126,10,A,,1.828,1.818,0.722,0.7,0.4576,0.4443,3,
WDS_Pitch_Pine_P1,63,126,9,B,,1.618,1.596,0.66,0.642,0.475,0.4674,3,
WDS_Pitch_Pine_P1,63,126,9,A,,1.844,1.83,0.808,0.782,0.5166,0.5016,3,
WDS_Pitch_Pine_P1,63,126,8,B,,2.132,2.112,0.802,0.762,0.4325,0.4123,3,
WDS_Pitch_Pine_P1,63,126,8,A,,2.058,2.048,0.762,0.698,0.4247,0.3864,3,
WDS_Pitch_Pine_P1,63,126,7,B,,2.032,2.032,0.792,0.764,0.4506,0.4323,3,
WDS_Pitch_Pine_P1,63,126,7,A,,2.28,2.278,0.91,0.89,0.4632,0.4518,3,
WDS_Pitch_Pine_P1,63,126,6,B,,1.452,1.46,0.674,0.61,0.5531,0.4885,3,
WDS_Pitch_Pine_P1,63,126,6,A,,1.12,1.128,0.478,0.442,0.5008,0.4534,3,
WDS_Pitch_Pine_P1,63,126,5,B,,0.88,0.88,0.34,0.318,0.4461,0.4131,3,
WDS_Pitch_Pine_P1,63,126,5,A,,1.358,1.36,0.544,0.51,0.4651,0.431,3,
WDS_Pitch_Pine_P1,63,126,4,B,,1.278,1.268,0.482,0.464,0.4338,0.419,3,
WDS_Pitch_Pine_P1,63,126,4,A,,1.442,1.436,0.566,0.544,0.4543,0.4361,3,
WDS_Pitch_Pine_P1,63,126,3,B,,1.472,1.478,0.494,0.478,0.3797,0.3642,3,
WDS_Pitch_Pine_P1,63,126,3,A,,1.304,1.3,0.438,0.426,0.3801,0.3697,3,
WDS_Pitch_Pine_P1,63,126,2,B,,1.392,1.39,0.484,0.468,0.3953,0.3811,3,
WDS_Pitch_Pine_P1,63,126,2,A,,1.624,1.628,0.566,0.55,0.3964,0.3826,3,
WDS_Pitch_Pine_P1,63,126,1,B,,2.29,2.282,0.962,0.942,0.4916,0.4817,3,
WDS_Pitch_Pine_P1,63,126,1,A,,2.994,2.988,1.32,1.278,0.5204,0.5021,3,
WDS_Pitch_Pine_P1,64,126,1,B,,2.87,2.744,1.13,1.068,0.4559,0.4499,3,
WDS_Pitch_Pine_P1,64,126,2,A,,1.002,0.982,0.458,0.436,0.5431,0.5247,3,
WDS_Pitch_Pine_P1,64,126,2,B,,0.958,0.938,0.432,0.404,0.5344,0.5062,3,
WDS_Pitch_Pine_P1,64,126,3,A,,3.18,3.044,1.384,1.154,0.5125,0.4364,3,
WDS_Pitch_Pine_P1,64,126,3,B,,2.072,1.994,0.87,0.704,0.4914,0.4023,3,
WDS_Pitch_Pine_P1,64,126,4,A,,2.168,2.074,0.998,0.744,0.5477,0.4096,3,
WDS_Pitch_Pine_P1,64,126,4,B,,2.612,2.51,1.07,0.948,0.4774,0.4345,3,
WDS_Pitch_Pine_P1,64,126,5,A,,1.584,1.532,0.726,0.638,0.5448,0.4867,3,
WDS_Pitch_Pine_P1,64,126,5,B,,0.834,0.794,0.332,0.308,0.4618,0.4481,3,
WDS_Pitch_Pine_P1,64,126,6,A,,2.302,2.22,0.896,0.848,0.4499,0.4402,3,
WDS_Pitch_Pine_P1,64,126,6,B,,2.45,2.48,0.918,0.87,0.4306,0.3993,3,
WDS_Pitch_Pine_P1,64,126,7,A,,2.388,2.318,0.962,0.89,0.4682,0.4429,3,
WDS_Pitch_Pine_P1,64,126,7,B,,2.438,2.352,0.962,0.894,0.4571,0.4377,3,
WDS_Pitch_Pine_P1,64,126,8,A,,1.542,1.52,0.598,0.564,0.448,0.4258,3,
WDS_Pitch_Pine_P1,64,126,8,B,,2.012,1.952,0.824,0.786,0.4772,0.4679,3,
WDS_Pitch_Pine_P1,64,126,9,A,,2.212,2.126,0.968,0.834,0.5158,0.454,3,
WDS_Pitch_Pine_P1,64,126,9,B,,2.29,2.212,0.968,0.84,0.4952,0.4373,3,
WDS_Pitch_Pine_P1,64,126,10,A,,2.304,2.216,0.902,0.806,0.4529,0.4162,3,
WDS_Pitch_Pine_P1,64,126,10,B,,1.882,1.838,0.704,0.608,0.4298,0.3736,3,
WDS_Pitch_Pine_P1,64,126,11,A,,2.062,2,0.822,0.748,0.4625,0.4297,3,
WDS_Pitch_Pine_P1,64,126,11,B,,1.938,1.888,0.772,0.71,0.4621,0.4324,3,
WDS_Pitch_Pine_P1,64,126,12,A,,2.222,2.164,0.97,0.848,0.5143,0.4534,3,
WDS_Pitch_Pine_P1,64,126,12,B,,1.76,1.732,0.81,0.73,0.5475,0.4935,3,
WDS_Pitch_Pine_P1,64,126,13,A,,1.932,1.89,0.77,0.724,0.4624,0.4417,3,
WDS_Pitch_Pine_P1,64,126,13,B,,1.288,1.262,0.462,0.43,0.4096,0.3863,3,
WDS_Pitch_Pine_P1,64,126,1,A,,2.616,2.5,1.474,1.03,0.7001,0.4806,3,
WDS_Pitch_Pine_P1,64,126,14,A,,1.638,1.59,0.65,0.622,0.4601,0.4525,3,
WDS_Pitch_Pine_P1,64,126,14,B,,1.512,1.468,0.638,0.602,0.4942,0.478,3,
WDS_Pitch_Pine_P1,64,126,15,A,,1.95,1.904,0.856,0.794,0.5177,0.4874,3,
WDS_Pitch_Pine_P1,64,126,15,B,,2.004,1.954,0.948,0.842,0.5658,0.5065,3,
WDS_Pitch_Pine_P1,64,126,16,A,,1.982,1.926,0.77,0.72,0.4489,0.4294,3,
WDS_Pitch_Pine_P1,64,126,16,B,,1.52,1.324,0.576,0.454,0.4362,0.3891,3,
WDS_Pitch_Pine_P1,64,126,17,A,,1.734,1.706,0.788,0.662,0.5393,0.4483,3,
WDS_Pitch_Pine_P1,64,126,17,B,,1.06,1.02,0.43,0.388,0.472,0.4381,3,
WDS_Pitch_Pine_P1,64,126,18,A,,1.216,1.182,0.492,0.47,0.4706,0.4612,3,
WDS_Pitch_Pine_P1,64,126,18,B,,0.874,0.846,0.326,0.308,0.4283,0.4166,3,
WDS_Pitch_Pine_P1,64,126,19,A,,2.148,2.096,0.858,0.82,0.4636,0.4526,3,
WDS_Pitch_Pine_P1,64,126,19,B,,2.028,1.99,0.792,0.76,0.4516,0.4401,3,
WDS_Pitch_Pine_P1,64,126,20,A,,1.63,1.59,0.64,0.616,0.4544,0.4475,3,
WDS_Pitch_Pine_P1,64,126,20,B,,1.684,1.654,0.688,0.66,0.4759,0.463,3,
WDS_Pitch_Pine_P1,65,126,1,A,,2.112,2.106,0.832,0.696,0.4562,0.3732,3,
WDS_Pitch_Pine_P1,65,126,20,B,,1.438,1.452,0.576,0.538,0.4651,0.4251,3,
WDS_Pitch_Pine_P1,65,126,20,A,,1.734,1.75,0.688,0.652,0.46,0.4278,3,
WDS_Pitch_Pine_P1,65,126,19,B,,1.376,1.372,0.538,0.512,0.4522,0.4286,3,
WDS_Pitch_Pine_P1,65,126,19,A,,0.974,0.984,0.378,0.36,0.4484,0.4189,3,
WDS_Pitch_Pine_P1,65,126,18,B,,1.27,1.29,0.56,0.504,0.5204,0.4519,3,
WDS_Pitch_Pine_P1,65,126,18,A,,0.876,0.876,0.34,0.328,0.4484,0.4302,3,
WDS_Pitch_Pine_P1,65,126,17,B,,1.804,1.816,0.69,0.658,0.4409,0.4143,3,
WDS_Pitch_Pine_P1,65,126,17,A,,1.7,1.696,0.63,0.584,0.4252,0.391,3,
WDS_Pitch_Pine_P1,65,126,16,B,,2.276,2.276,0.87,0.742,0.4406,0.3675,3,
WDS_Pitch_Pine_P1,65,126,16,A,,2.062,2.066,0.742,0.67,0.4111,0.3653,3,
WDS_Pitch_Pine_P1,65,126,15,B,,2.23,2.24,0.95,0.91,0.4998,0.4728,3,
WDS_Pitch_Pine_P1,65,126,15,A,,1.858,1.86,0.782,0.752,0.4927,0.4701,3,
WDS_Pitch_Pine_P1,65,126,14,B,,1.296,1.308,0.54,0.51,0.487,0.4508,3,
WDS_Pitch_Pine_P1,65,126,14,A,,1.102,1.11,0.39,0.364,0.4034,0.37,3,
WDS_Pitch_Pine_P1,65,126,13,B,,0.85,0.866,0.302,0.292,0.4052,0.3818,3,
WDS_Pitch_Pine_P1,65,126,13,A,,0.786,0.796,0.292,0.28,0.4264,0.4006,3,
WDS_Pitch_Pine_P1,65,126,12,B,,1.664,1.658,0.716,0.67,0.5057,0.4699,3,
WDS_Pitch_Pine_P1,65,126,12,A,,1.46,1.454,0.612,0.572,0.4904,0.4555,3,
WDS_Pitch_Pine_P1,65,126,11,B,,1.422,1.43,0.592,0.524,0.4865,0.4197,3,
WDS_Pitch_Pine_P1,65,126,11,A,,1.278,1.274,0.474,0.446,0.4256,0.3984,3,
WDS_Pitch_Pine_P1,65,126,10,B,,2.212,2.22,0.912,0.818,0.481,0.4224,3,
WDS_Pitch_Pine_P1,65,126,10,A,,1.74,1.738,0.748,0.65,0.5051,0.4297,3,
WDS_Pitch_Pine_P1,65,126,9,B,,0.926,0.928,0.344,0.332,0.4264,0.4084,3,
WDS_Pitch_Pine_P1,65,126,9,A,,0.86,0.868,0.288,0.278,0.3788,0.3602,3,
WDS_Pitch_Pine_P1,65,126,8,B,,1.506,1.496,0.53,0.506,0.4008,0.3831,3,
WDS_Pitch_Pine_P1,65,126,8,A,,2.012,2.022,0.742,0.712,0.4228,0.401,3,
WDS_Pitch_Pine_P1,65,126,7,B,,1.55,1.558,0.698,0.63,0.5336,0.4702,3,
WDS_Pitch_Pine_P1,65,126,7,A,,1.098,1.088,0.452,0.394,0.4801,0.4141,3,
WDS_Pitch_Pine_P1,65,126,6,B,,1.162,1.162,0.488,0.468,0.4915,0.4681,3,
WDS_Pitch_Pine_P1,65,126,6,A,,1.158,1.162,0.45,0.44,0.449,0.4358,3,
WDS_Pitch_Pine_P1,65,126,5,B,,1.612,1.616,0.578,0.548,0.4094,0.3842,3,
WDS_Pitch_Pine_P1,65,126,5,A,,1.462,1.468,0.614,0.568,0.4915,0.4468,3,
WDS_Pitch_Pine_P1,65,126,4,B,,2.418,2.406,0.924,0.852,0.4404,0.4036,3,
WDS_Pitch_Pine_P1,65,126,4,A,,2.538,2.54,0.932,0.874,0.4207,0.3907,3,
WDS_Pitch_Pine_P1,65,126,3,B,,1.548,1.546,0.538,0.524,0.3951,0.384,3,
WDS_Pitch_Pine_P1,65,126,3,A,,1.77,1.78,0.592,0.568,0.3783,0.3588,3,
WDS_Pitch_Pine_P1,65,126,2,B,,1.636,1.632,0.682,0.602,0.4872,0.4229,3,
WDS_Pitch_Pine_P1,65,126,2,A,,1.69,1.672,0.632,0.598,0.4296,0.4082,3,
WDS_Pitch_Pine_P1,65,126,1,B,,2.602,2.602,1.132,0.966,0.5122,0.426,3,
WDS_Pitch_Pine_P1,66,126,1,A,,1.35,1.332,0.452,0.42,0.3787,0.354,3,
WDS_Pitch_Pine_P1,66,126,1,B,,1.352,1.346,0.542,0.512,0.4655,0.4381,3,
WDS_Pitch_Pine_P1,66,126,2,A,,1.264,1.264,0.508,0.484,0.4669,0.4415,3,
WDS_Pitch_Pine_P1,66,126,2,B,,0.972,0.964,0.378,0.356,0.4494,0.4235,3,
WDS_Pitch_Pine_P1,66,126,3,A,,1.482,1.454,0.586,0.52,0.4582,0.4082,3,
WDS_Pitch_Pine_P1,66,126,3,B,,1.412,1.406,0.618,0.552,0.5159,0.4544,3,
WDS_Pitch_Pine_P1,66,126,4,A,,1.71,1.688,0.634,0.55,0.4254,0.3673,3,
WDS_Pitch_Pine_P1,66,126,4,B,,2.156,2.146,0.914,0.79,0.4969,0.4219,3,
WDS_Pitch_Pine_P1,66,126,5,A,,2.02,2.016,0.822,0.784,0.4737,0.4494,3,
WDS_Pitch_Pine_P1,66,126,5,B,,1.59,1.578,0.68,0.538,0.5021,0.3866,3,
WDS_Pitch_Pine_P1,66,126,6,A,,2.858,2.822,1.152,1.098,0.4685,0.4497,3,
WDS_Pitch_Pine_P1,66,126,6,B,,2.328,2.306,0.914,0.866,0.4544,0.4317,3,
WDS_Pitch_Pine_P1,66,126,7,A,,1.068,1.062,0.428,0.416,0.4653,0.4532,3,
WDS_Pitch_Pine_P1,66,126,7,B,,1.092,1.07,0.444,0.422,0.4732,0.4568,3,
WDS_Pitch_Pine_P1,66,126,8,A,,1.344,1.342,0.598,0.578,0.526,0.5062,3,
WDS_Pitch_Pine_P1,66,126,8,B,,1.278,1.256,0.528,0.508,0.4821,0.4704,3,
WDS_Pitch_Pine_P1,66,126,9,A,,2.298,2.278,1,0.878,0.5124,0.4448,3,
WDS_Pitch_Pine_P1,66,126,9,B,,2.246,2.212,1.084,0.954,0.5795,0.507,3,
WDS_Pitch_Pine_P1,66,126,10,A,,0.75,0.748,0.268,0.256,0.4078,0.3883,3,
WDS_Pitch_Pine_P1,66,126,10,B,,1.036,1.02,0.39,0.378,0.4329,0.4252,3,
WDS_Pitch_Pine_P1,66,126,11,A,,0.782,0.772,0.29,0.28,0.4255,0.4148,3,
WDS_Pitch_Pine_P1,66,126,11,B,,1.13,1.124,0.452,0.432,0.4643,0.4434,3,
WDS_Pitch_Pine_P1,66,126,12,A,,0.814,0.79,0.336,0.328,0.4816,0.4849,3,
WDS_Pitch_Pine_P1,66,126,12,B,,0.832,0.824,0.352,0.342,0.4957,0.4847,3,
WDS_Pitch_Pine_P1,66,126,13,A,,3.084,3.068,1.192,1.138,0.4463,0.4256,3,
WDS_Pitch_Pine_P1,66,126,13,B,,3.084,3.058,1.208,1.156,0.4532,0.435,3,
WDS_Pitch_Pine_P1,66,126,14,A,,2.53,2.52,1.096,0.988,0.5097,0.4537,3,
WDS_Pitch_Pine_P1,66,126,14,B,,2.556,2.564,1.008,0.91,0.4568,0.4047,3,
WDS_Pitch_Pine_P1,66,126,15,A,,1.038,1.034,0.382,0.368,0.4218,0.4059,3,
WDS_Pitch_Pine_P1,66,126,15,B,,0.79,0.774,0.28,0.27,0.404,0.3968,3,
WDS_Pitch_Pine_P1,66,126,16,A,,0.944,0.934,0.35,0.34,0.4254,0.4166,3,
WDS_Pitch_Pine_P1,66,126,16,B,,0.946,0.93,0.352,0.344,0.4272,0.4243,3,
WDS_Pitch_Pine_P1,66,126,17,A,,2.318,2.296,1.008,0.96,0.512,0.4889,3,
WDS_Pitch_Pine_P1,66,126,17,B,,2.308,2.29,1.022,0.98,0.523,0.5024,3,
WDS_Pitch_Pine_P1,66,126,18,A,,2.27,2.232,0.872,0.83,0.4431,0.4268,3,
WDS_Pitch_Pine_P1,66,126,18,B,,3.128,3.12,1.356,1.302,0.5101,0.4878,3,
WDS_Pitch_Pine_P1,66,126,19,A,,2.576,2.574,1.068,1.032,0.4841,0.4656,3,
WDS_Pitch_Pine_P1,66,126,19,B,,2.244,2.236,0.908,0.848,0.4706,0.4366,3,
WDS_Pitch_Pine_P1,66,126,20,A,,1.668,1.626,0.708,0.662,0.4976,0.474,3,
WDS_Pitch_Pine_P1,66,126,20,B,,2.164,2.152,0.942,0.878,0.5126,0.4751,3,
WDS_Pitch_Pine_P1,67,126,1,A,,1.446,1.456,0.636,0.602,0.5189,0.4826,3,
WDS_Pitch_Pine_P1,67,126,1,B,,1.458,1.472,0.684,0.65,0.5602,0.5213,3,
WDS_Pitch_Pine_P1,67,126,2,A,,2.172,2.152,0.892,0.85,0.4788,0.4576,3,
WDS_Pitch_Pine_P1,67,126,2,B,,2.464,2.456,1.038,0.992,0.4932,0.4696,3,
WDS_Pitch_Pine_P1,67,126,3,A,,2.072,2.07,0.832,0.8,0.4664,0.4462,3,
WDS_Pitch_Pine_P1,67,126,3,B,,2.578,2.62,1.108,1.078,0.505,0.4798,3,
WDS_Pitch_Pine_P1,67,126,4,A,,1.832,1.852,0.782,0.748,0.5009,0.4696,3,
WDS_Pitch_Pine_P1,67,126,4,B,,1.838,1.84,0.866,0.78,0.5631,0.4969,3,
WDS_Pitch_Pine_P1,67,126,5,A,,0.842,0.9,0.352,0.34,0.4888,0.4347,3,
WDS_Pitch_Pine_P1,67,126,5,B,,0.922,0.928,0.378,0.364,0.4778,0.4539,3,
WDS_Pitch_Pine_P1,67,126,6,A,,2.032,2.044,0.78,0.76,0.4425,0.4268,3,
WDS_Pitch_Pine_P1,67,126,6,B,,2.97,2.992,1.23,1.178,0.4835,0.4559,3,
WDS_Pitch_Pine_P1,67,126,7,A,,2.12,2.142,0.832,0.796,0.4542,0.4265,3,
WDS_Pitch_Pine_P1,67,126,7,B,,2.886,2.914,1.19,1.142,0.481,0.4535,3,
WDS_Pitch_Pine_P1,67,126,8,A,,3.292,3.318,1.56,1.506,0.5669,0.5386,3,
WDS_Pitch_Pine_P1,67,126,8,B,,3.282,3.29,1.492,1.426,0.5396,0.51,3,
WDS_Pitch_Pine_P1,67,126,9,A,,1.672,1.692,0.728,0.682,0.5127,0.4685,3,
WDS_Pitch_Pine_P1,67,126,9,B,,1.342,1.334,0.568,0.54,0.496,0.4708,3,
WDS_Pitch_Pine_P1,67,126,10,A,,2.662,2.678,1.028,0.988,0.4458,0.423,3,
WDS_Pitch_Pine_P1,67,126,10,B,,2.27,2.274,0.998,0.942,0.5186,0.4837,3,
WDS_Pitch_Pine_P1,67,126,11,A,,1.158,1.174,0.51,0.478,0.5197,0.474,3,
WDS_Pitch_Pine_P1,67,126,11,B,,1.588,1.59,0.72,0.684,0.5379,0.5055,3,
WDS_Pitch_Pine_P1,67,126,12,A,,2.272,2.286,0.914,0.88,0.4674,0.4442,3,
WDS_Pitch_Pine_P1,67,126,12,B,,2.42,2.436,0.962,0.928,0.461,0.4389,3,
WDS_Pitch_Pine_P1,67,126,13,A,,2.422,2.424,0.95,0.906,0.4539,0.4294,3,
WDS_Pitch_Pine_P1,67,126,13,B,,2.7,2.692,1.198,1.118,0.5243,0.4851,3,
WDS_Pitch_Pine_P1,67,126,14,A,,2.946,2.964,1.208,1.162,0.4779,0.4536,3,
WDS_Pitch_Pine_P1,67,126,14,B,,2.348,2.358,0.998,0.916,0.4984,0.4489,3,
WDS_Pitch_Pine_P1,67,126,15,A,,2.408,2.426,0.974,0.944,0.4704,0.4497,3,
WDS_Pitch_Pine_P1,67,126,15,B,,3.24,3.254,1.442,1.416,0.5262,0.5124,3,
WDS_Pitch_Pine_P1,67,126,16,A,,1.566,1.566,0.582,0.568,0.4266,0.4148,3,
WDS_Pitch_Pine_P1,67,126,16,B,,1.3,1.308,0.48,0.472,0.4234,0.4124,3,
WDS_Pitch_Pine_P1,67,126,17,A,,1.396,1.406,0.596,0.552,0.501,0.4544,3,
WDS_Pitch_Pine_P1,67,126,17,B,,1.786,1.782,0.842,0.768,0.5635,0.5066,3,
WDS_Pitch_Pine_P1,67,126,18,A,,0.948,0.96,0.386,0.376,0.474,0.4531,3,
WDS_Pitch_Pine_P1,67,126,18,B,,0.616,0.622,0.24,0.236,0.4504,0.4368,3,
WDS_Pitch_Pine_P1,67,126,19,A,,2.572,2.588,1.038,0.95,0.4692,0.4206,3,
WDS_Pitch_Pine_P1,67,126,19,B,,3.648,3.66,1.536,1.458,0.493,0.4621,3,
WDS_Pitch_Pine_P1,67,126,20,A,,1.886,1.89,0.702,0.68,0.4273,0.411,3,
