FID,FEATURE_ID,LABEL_CENTRE_X,LABEL_CENTRE_Y,BEC_ZONE_CODE,QUAD_DIAM_125,BASAL_AREA,VRI_LIVE_STEMS_PER_HA,SPECIES_CD_1,SPECIES_PCT_1,SPECIES_CD_2,SPECIES_PCT_2,PROJ_AGE_1,PROJ_HEIGHT_1,LIVE_STAND_VOLUME_125,WHOLE_STEM_BIOMASS_PER_HA,BRANCH_BIOMASS_PER_HA,FOLIAGE_BIOMASS_PER_HA,BARK_BIOMASS_PER_HA,OBJECTID,FEATURE_AREA_SQM
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_45c1,19454629,1620079,503483,ICH,37.277,52.280659,468,LW,65,FDI,25,128,30.2,397.396,217.314,24.394,12.836,30.904,1708914,30008.8748
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_45c2,19454632,1619660,503936,ICH,15.827,7.23029,626,LW,40,FDI,30,28,12.2,12.682,31.656,4.571,3.094,3.662,5587481,92346.9238
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_45c3,19454633,1619352,503999,ICH,28.48,39.990318,837,LW,40,CW,30,123,27.3,239.477,166.226,19.605,10.716,23.033,2654627,264455.3103
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_45c4,19454673,1625435,503612,ICH,16.6,4.06944,423,LW,60,FDI,20,22,9.2,3.945,11.286,1.696,1.204,1.251,3540052,11541.9543
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_45c5,19454678,1625174,503650,ICH,14.786,3.24625,355,LW,50,PLI,30,22,9.2,3.574,10.685,1.605,1.14,1.184,3630214,12553.6493
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_45c6,19454680,1625474,503725,ICH,15.76,3.71166,403,LW,40.1,FDI,39.9,22,8.3,3.231,8.809,1.324,0.94,0.976,850223,13429.6175
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_45c7,19454685,1633160,509884,ICH,,,1420,LW,60,FDI,20,6,0.8,,0,0,0,0,1071294,163726.8669
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_45c8,19454690,1633926,509699,ICH,,,1479,LW,60,FDI,20,6,0.8,,0,0,0,0,6050972,55294.3822
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_45c9,19454693,1646034,511355,ICH,39.473,38.701199,458,LW,75,FDI,10,88,23.6,206.452,147.701,17.759,9.87,20.213,2117377,56952.783
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_45ca,19454697,1645326,511473,ICH,38.072,48.818523,568,LW,50,CW,30,88,22.4,217.097,161.416,19.131,10.5,22.298,4096090,310566.6919
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_45cb,19454734,1635062,509543,ICH,,,1548,LW,60,FDI,30,6,0.8,,0,0,0,0,5700127,33457.6495
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_45cc,19454739,1635775,509360,ICH,,,1564,LW,60,FDI,20,6,0.8,,0,0,0,0,3808479,77259.7709
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_45cd,19454742,1633465,519463,ICH,,,1769,LW,30,FDI,20,10,3.5,,0,0,0,0,4956467,187596.3688
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_45ce,19454744,1633232,519611,ICH,37.416,33.282513,362,LW,75,PLI,10,148,26,201.668,147.794,17.768,9.874,20.227,2184372,21275.8051
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_45cf,19454756,1615073,519337,ICH,23.818,35.886261,837,LW,90,PLI,7,93,21.1,186.035,139.797,16.954,9.495,19.018,3900380,457263.1721
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_45d0,19454757,1615475,518853,ESSF,18.866,33.566132,1481,LW,55,FDI,35,83,18.1,127.033,109.603,13.772,7.98,14.512,1681309,153440.9571
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_45d1,19454758,1614710,519094,ICH,16.944,12.88355,879,LW,40.1,FDI,39.9,43,13.7,31.373,50.859,7.023,4.511,6.165,6684968,1009042.8034
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_45d2,19454813,1610133,505110,ICH,62.565,40.343369,361,LW,40,CW,30,125,43.9,357.863,214.876,24.176,12.742,30.526,2197800,56742.98
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_45d3,19454818,1603949,508275,ICH,40.92,36.356899,334,LW,44,PLI,23,98,27.1,242.143,164.007,19.387,10.617,22.694,5569760,13695.8371
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_45d4,19454820,1604319,507824,ICH,40.92,36.356899,334,LW,44,PLI,23,98,27.1,242.143,164.007,19.387,10.617,22.694,3030273,181397.6944
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_45d5,19454822,1604144,508316,ICH,40.92,36.356899,334,LW,44,PLI,23,98,27.1,242.143,164.007,19.387,10.617,22.694,3135045,15953.5404
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_45d6,19454843,1600979,507861,ICH,54.254,49.82066,423,LW,40,SE,20,158,34.1,376.029,212.662,23.976,12.655,30.183,5488578,132980.9492
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_45d7,19454849,1602739,508167,ICH,,,2288,LW,30,FDI,20,10,2.6,,0,0,0,0,3763984,163740.9236
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_45d8,19454853,1602117,508002,ICH,57.512,49.36536,420,LW,40,FDI,30,178,33.5,328.948,199.391,22.763,12.126,28.13,3824221,19856.9483
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_45d9,19454854,1603302,511609,ICH,32.122,44.707748,577,LW,75,FDI,15,163,25.6,265.807,174.751,20.434,11.09,24.338,5776738,82306.4092
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_45da,19454856,1603311,511796,ICH,,,2560,LW,30.1,FDI,29.9,9,2.1,,0,0,0,0,1755965,39182.5329
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_45db,19454858,1591241,513033,ICH,34.473,35.8368,394,LW,78,PLI,17,148,25,214.274,152.946,18.288,10.114,21.009,5734912,186334.4794
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_45dc,19454859,1589917,512715,ICH,39.988,30.932871,322,LW,38,PLI,36,148,30.9,240.798,162.358,19.224,10.543,22.442,6803149,423630.7297
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_45dd,19454860,1590670,512645,ICH,,,5745,LW,40,CW,20,7,1.1,,0,0,0,0,6612167,245815.8561
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_45de,19454870,1590577,511939,ICH,,1,4513,LW,40,FDI,30,7,1.1,,0,0,0,0,6797253,380498.9446
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_45df,19454872,1593518,512431,ICH,17.35,7.539041,771,LW,30.1,FDI,29.9,24,10.2,7.948,18.963,2.8,1.948,2.141,6956599,278206.4127
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_45e0,19454880,1592564,511771,ICH,,1,4638,LW,40,FDI,20,9,1.9,,0,0,0,0,4665662,222959.3707
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_45e1,19454912,1595595,512722,ICH,,,2844,LW,30.1,FDI,29.9,8,1.5,,0,0,0,0,6016909,42426.3515
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_45e2,19454914,1595960,512699,ICH,,,2844,LW,30.1,FDI,29.9,8,1.5,,0,0,0,0,4848608,83575.7625
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_45e3,19454928,1579798,510573,ESSF,,,1833,LW,40,BL,30,6,0.6,,0,0,0,0,987272,145225.8755
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_45e4,19454945,1583039,508785,ICH,45.405,43.747799,392,LW,50,FDI,20,128,27,282.627,176.837,20.635,11.181,24.658,6401702,24566.3191
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_45e5,19454957,1565958,512327,ESSF,25.083,28.192148,591,LW,40.1,FDI,39.9,82,22.7,173.705,132.948,16.246,9.164,17.988,6499325,110736.1795
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_45e6,19454965,1567014,511021,ESSF,37.485,7,60,LW,70,FDI,30,154,33,62.833,78.921,10.353,6.276,10.06,5903051,40859.1905
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_45e7,19455233,1582663,477311,ICH,41.419,42.68856,405,LW,60,FDI,20,98,25.9,272.592,171.983,20.166,10.97,23.913,1042769,248525.3695
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_45e8,19455262,1588685,479842,ICH,29.819,33.843937,532,LW,60,PLI,30,78,22.6,203.181,145.22,17.507,9.753,19.838,6720206,206471.6245
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_45e9,19455277,1584443,482808,ICH,,1,2013,LW,30.1,FDI,29.9,4,0.4,,0,0,0,0,5187089,167272.8773
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_45ea,19455300,1581623,486072,ESSF,43.041,36.230789,325,LW,51,SE,26,118,28.7,262.615,168.913,19.867,10.835,23.443,5716234,105725.3227
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_45eb,19455312,1584730,489177,ICH,,,5583,LW,40,PLI,30,5,0.6,,0,0,0,0,5605274,254642.4118
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_45ec,19455313,1584706,488798,ICH,38.389,40.075333,359,LW,57,FDI,22,98,28.4,287.917,180.309,20.968,11.33,25.191,2522219,188534.4201
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_45ed,19455315,1607403,481919,ICH,,,1526,LW,60,FDI,30,5,0.6,,0,0,0,0,4832303,326619.4254
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_45ee,19455321,1607807,481639,ICH,53.17,46.328609,415,LW,40,FDI,30,138,32.9,318.7,193.979,22.26,11.904,27.295,7095690,109323.1733
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_45ef,19455333,1637265,521705,ESSF,34.849,45.167118,757,LW,40,FDI,30,90,27.1,294.265,176.271,20.581,11.156,24.571,5383656,339901.5329
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_45f0,19455337,1609473,481078,ICH,42.98,39.945187,349,LW,40,FDI,30,138,31.9,304.352,189.397,21.831,11.714,26.589,5605648,76556.2308
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_45f1,19455339,1609200,481270,ICH,,,1372,LW,70,FDI,30,5,0.5,,0,0,0,0,3630489,299051.0856
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_45f2,19455637,1615130,486480,ICH,,,1542,LW,70,FDI,20,5,0.6,,0,0,0,0,6466782,80918.6767
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_45f3,19455638,1614899,486315,ICH,47.117,50,425,LW,50,FDI,30,148,34.6,396.494,215.688,24.249,12.773,30.652,3727002,260922.7007
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_45f4,19455659,1634857,485198,ICH,43.367,49.211311,418,LW,50,FDI,30,148,34.6,412.046,224.216,25.009,13.101,31.974,6177155,10540.8397
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_45f5,19455669,1626524,491865,ICH,,,1602,LW,60,SX,30,5,0.6,,0,0,0,0,5144928,248727.4446
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_45f6,19455672,1627121,492531,ICH,39.046,43.979073,394,LW,70,PLI,20,108,24,264.509,169.615,19.936,10.866,23.551,1545650,12131.962
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_45f7,19455673,1627389,492727,ICH,39.046,43.979073,394,LW,70,PLI,20,108,24,264.509,169.615,19.936,10.866,23.551,6803369,34632.1568
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_45f8,19455675,1626955,492226,ICH,39.046,43.979073,394,LW,70,PLI,20,108,24,264.509,169.615,19.936,10.866,23.551,2013404,25313.0431
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_45f9,19455709,1643659,499111,ICH,44.899,38.074821,341,LW,40,FDI,30,128,28,254.262,167.497,19.729,10.772,23.227,815887,19480.4845
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_45fa,19455719,1643911,498835,ICH,39.528,31.380079,326,LW,40.1,FDI,39.9,128,23.7,179.076,137.676,16.735,9.393,18.699,5231531,52183.6064
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_45fb,19455723,1643435,498592,ICH,39.528,31.380079,326,LW,40.1,FDI,39.9,128,23.7,179.076,137.676,16.735,9.393,18.699,1695867,104280.872
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_45fc,19455736,1631165,501337,ICH,,,1504,LW,30.1,FDI,30,5,0.6,,0,0,0,0,5700126,22983.001
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_45fd,19455739,1632456,501099,ICH,,,1505,LW,60,FDI,20,5,0.6,,0,0,0,0,3927437,334372.8318
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_45fe,19455740,1631831,501433,ICH,36.66,43.249062,397,LW,60,FDI,40,88,28.5,325.909,188.459,21.742,11.675,26.444,1340502,16995.7244
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_45ff,19455742,1632103,501434,ICH,36.66,43.249062,397,LW,60,FDI,40,88,28.5,325.909,188.459,21.742,11.675,26.444,4401867,10872.8847
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_4600,19455743,1632002,501287,ICH,48.404,42.48291,381,LW,40,FDI,30,128,31.4,305.875,186.772,21.583,11.604,26.185,3695133,114947.6332
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_4601,19455744,1632473,501439,ICH,46.82,47.361916,424,LW,40,AT,30,118,32.1,351.621,213.918,24.089,12.704,30.378,2299674,44352.2398
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_4602,19455745,1631948,501065,ICH,48.404,42.48291,381,LW,40,FDI,30,128,31.4,305.875,186.772,21.583,11.604,26.185,5966742,50771.3388
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_4603,19455747,1631807,501786,ICH,42.72,46.268852,414,LW,40,FDI,30,128,33.5,364.098,213.952,24.092,12.705,30.383,5437001,352921.1629
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_4604,19455777,1608809,495686,ICH,,,1438,LW,50,FDI,30,5,0.5,,0,0,0,0,2535862,119531.4678
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_4605,19455778,1609023,495363,ICH,40.573,39.3172,363,LW,52,PLI,28,148,29.2,288.619,179.668,20.907,11.303,25.092,3996515,21444.3999
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_4606,19455784,1609479,495528,ICH,,,1497,LW,50,FDI,30,5,0.5,,0,0,0,0,6361873,71186.8222
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_4607,19455796,1596768,492670,ICH,,,1324,LW,70,CW,10,5,0.8,,0,0,0,0,1348023,232435.5894
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_4608,19455797,1596945,492624,ICH,48.13,46.997307,421,LW,60,HW,20,128,31.4,347.81,203.035,23.099,12.273,28.693,2597558,14097.3132
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_4609,19455798,1596023,492104,ICH,49.193,47.427097,425,LW,50,SE,10,128,31.4,354.256,206.254,23.394,12.402,29.191,6176489,522567.7463
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_460a,19455799,1596358,492784,ICH,,,1102,LW,50,CW,30,5,0.6,,0,0,0,0,5007318,81370.9613
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_460b,19455800,1596060,492737,ICH,41.644,50.200699,450,LW,43,HW,31,108,29.6,368.629,210.939,23.82,12.587,29.916,3829818,267437.446
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_460c,19455801,1596412,493111,ICH,48.13,46.997307,421,LW,60,HW,20,128,31.4,347.81,203.035,23.099,12.273,28.693,2380803,25609.6188
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_460d,19455802,1596680,493008,ICH,,,1544,LW,60,FDI,20,5,0.6,,0,0,0,0,6018207,35909.7434
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_460e,19455808,1594069,495008,ICH,,,1600,LW,40,PLI,30,9,2.1,,0,0,0,0,3808477,74730.8318
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_460f,19455815,1585538,499838,ICH,51.014,54.174095,395,LW,50,SE,20,158,35.2,464.763,235.406,25.988,13.519,33.711,5488339,231522.9718
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_4610,19455819,1582712,501071,ESSF,17.435,10.18447,892,LW,40,FDI,20,31,11.9,15.747,36.688,5.238,3.499,4.295,4314523,98944.046
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_4611,19455822,1582912,500981,ESSF,42.709,10,70,LW,100,,,98,31.7,86.747,93.108,11.959,7.088,12.099,1807918,92283.7805
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_4612,19455831,1583031,497624,ESSF,,,1600,LW,40,PLI,30,5,0.5,,0,0,0,0,5494818,292177.9145
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_4613,19455833,1583026,497344,ICH,38.483,35.57703,319,LW,75,PLI,14,108,28.3,259.166,167.693,19.748,10.781,23.257,4521018,25123.361
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_4614,19455834,1583425,497068,ESSF,34.268,19.08555,263,LW,40,AT,30,108,24,109.259,111.786,14.007,8.094,14.834,3487690,76188.3232
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_4615,19455835,1583681,497860,ESSF,48.845,39.95208,350,LW,40,SE,30,158,32,304.177,184.004,21.321,11.487,25.759,3249815,111776.0157
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_4616,19455837,1582823,497259,ICH,30.606,13.843151,208,LW,58,PLI,42,88,24.8,99.133,99.329,12.649,7.43,13.004,6235131,105558.0366
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_4617,19455838,1583227,497101,ICH,38.483,35.57703,319,LW,75,PLI,14,108,28.3,259.166,167.693,19.748,10.781,23.257,1681310,50128.7159
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_4618,19456964,1628802,501140,ICH,40.107,37.52285,377,LW,40,PLI,30,88,26.2,252.849,169.512,19.926,10.861,23.535,3712459,36708.5734
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_4619,19456971,1609370,494062,ICH,38.268,44.418758,398,LW,75,PLI,14,108,29.6,338.455,194.102,22.272,11.909,27.314,3173212,43379.8536
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_461a,19456981,1612908,501166,ICH,,,1268,LW,50,FDI,20,5,0.6,,0,0,0,0,1004805,70940.4117
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_461b,19456986,1615533,500698,ICH,39.864,35.563381,319,LW,72,PLI,28,128,23.7,201.172,147.224,17.711,9.848,20.141,5890216,148817.3555
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_461c,19456987,1614732,500329,ICH,,,1194,LW,60,FDI,20,5,0.5,,0,0,0,0,5668852,115120.2219
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_461d,19456990,1610346,505197,ICH,,,1218,LW,70,CW,10,5,0.6,,0,0,0,0,4434202,25393.3979
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_461e,19457003,1610194,507928,ICH,43.757,42.539642,381,LW,40.1,FDI,39.9,118,32.1,328.065,195.229,22.377,11.956,27.488,6832018,456227.7932
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_461f,19457008,1615866,505816,ICH,47.151,15.163811,125,LW,80,SE,10,168,29.6,106.454,106.088,13.39,7.794,13.994,3535770,24811.4322
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_4620,19457030,1618155,503221,ICH,36.449,30.826311,331,LW,50,FDI,40,148,25,185.433,140.37,17.012,9.523,19.105,3536044,12865.7246
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_4621,19457032,1620263,503226,ICH,37.277,52.280659,468,LW,65,FDI,25,128,30.2,397.396,217.314,24.394,12.836,30.904,4403765,64991.9788
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_4622,19457043,1619936,510865,ICH,,,1460,LW,30.1,PW,29.9,4,0.5,,0,0,0,0,2902138,399443.9926
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_4623,19457046,1620153,510355,ICH,43.251,45.72327,498,LW,35,HW,25,168,28.6,285.974,186.357,21.544,11.587,26.121,3729434,18351.058
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_4624,19457047,1619438,511023,ESSF,44.813,41.290802,418,LW,50,BL,25,158,28.9,291.571,180.164,20.954,11.324,25.168,5155633,273355.5466
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_4625,19457048,1619889,510187,ICH,37.679,51.031635,457,LW,95,PLI,5,138,29.7,384.751,210.143,23.748,12.556,29.793,6655607,183117.2203
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_4626,19457049,1620271,510833,ICH,43.251,45.72327,498,LW,35,HW,25,168,28.6,285.974,186.357,21.544,11.587,26.121,4148062,11392.5366
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_4627,19457093,1623041,506305,ICH,50.526,58.313301,522,LW,40,SE,30,128,30.2,389.941,215.044,24.191,12.748,30.552,6922482,321250.0225
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_4628,19457094,1622758,505701,ICH,,,1390,LW,50,FDI,40,5,0.6,,0,0,0,0,3626348,226991.5799
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_4629,19457095,1623181,505513,ICH,42.45,23.722931,213,LW,80,FDI,15,108,26.1,147.397,123.752,15.284,8.707,16.611,1472130,41224.4283
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_462a,19457097,1623008,505187,ICH,50.526,58.313301,522,LW,40,SE,30,128,30.2,389.941,215.044,24.191,12.748,30.552,2279701,545083.8805
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_462b,19457099,1646795,511594,ICH,,,5048,LW,30.1,FDI,29.9,7,1.1,,0,0,0,0,6299895,267732.763
